X,Y,OBJECTID,LSN,POI_NAME,POI_TYPE,POI_SOURCE,PHONE_NUM,GLOBALID,WEBSITE
-82.875344724816799,39.987924090279364,5699367,4760 E 5TH  AVE,Continental Arins DIP,Retail - Restaurant,,6142353480,{A87DB67A-1A90-4AFD-8885-26D98B8814B7},
-83.004090225499155,39.972236379940114,5699368,59 SPRUCE ST,Pretzels-Retail,Retail - Restaurant,,6145860523,{4E84A6E2-B3B1-490F-BAA3-6956ACDFC05A},
-83.007115301372735,39.99420383821591,5699369,1567 N HIGH ST,First Watch ,Retail - Restaurant,,6147540019,{B673C909-EF72-44D8-85FC-F1A36E779677},
-83.008256229506785,39.997657928619482,5699370,1739 N HIGH ST,Sloopy's Diner at the Ohio,Retail - Restaurant,,6146884636,{781F8834-4EAE-4561-84B1-65FFC5D01B89},
-82.959632745683393,39.983038860724101,5699371,1655 OLD LEONARD AVE,Pitabilities,Retail - Restaurant,,6142166310,{E41AAEEF-E9A0-41A1-AAB2-C3B6CF28EA23},
-82.996601739628204,39.95667874545758,5699372,100 E MAIN ST,Fianza Bail Bonds,Retail - Services,,6146417720,{2F73FD4D-DF17-457B-8DF1-13F5C1032D1F},
-82.893871949821673,39.917642399022654,5699395,2734 OLD COURTRIGHT RD,Berhane Auto Repair,Retail - Services,,,{117C4C19-939D-4B29-9862-6756DD2FB8CA},
-82.969666810262552,39.972689579930801,5699396,1217 MT VERNON AVE,C D White & Son Funeral Home,Retail - Services,,,{BB6E5B30-A02F-456E-AEA6-3026FA142551},
-82.897302979621401,39.917061407504136,5699397,3716 REFUGEE RD,Saverite Super Center,Retail - Commercial/Retail,,,{8CA4B57D-F1D7-4347-A957-2AF6447B7BAA},
-83.118208590754904,39.911128494453145,5699398,4580 ALKIRE RD,Certified Oil,Retail - Gas Station,,,{17E914B7-9D3A-4CEB-99BA-1A28000A021E},
-83.107737405534294,39.987036760471831,5699399,4109 TRABUE RD,Al Safa Halal Meats,Retail - Specialty Food,,,{B503D929-E7BC-4694-BD5D-8C5CB83ABC33},
-83.013560209828896,40.021976059011457,5699402,2931 N HIGH ST,Aladdin's Eatery,Retail - Restaurant,Restaurant DB,,{D67795D9-71F2-47FD-8422-27981BD010C8},
-83.000230487568103,39.969748314232362,5699403,400 N HIGH ST,Java's Cyber Expresso Bar,Retail - Restaurant,Restaurant DB,6142244676,{B482D0DF-EB06-4ACC-9DDD-62C6E9B34A2E},
-83.011674205993927,39.958682589959672,5699404,421 W STATE ST,Stauff's Coffee,Retail - Restaurant,CHAN1705960,614-549-0088,{3DA40F80-394F-4C32-8265-5B4295925DD5},
-82.952394673602612,40.058761098199469,5699408,4384 CLEVELAND AVE,A-Life African Market,Retail - Specialty Food,,,{4ED2DCFE-6BB8-4249-B146-60F03629274C},
-82.898096166212255,39.916928104576996,5699409,3700 REFUGEE RD,Callman Funeral Services,Retail - Services,,,{881B3E4F-ED6C-4E09-86A0-B4A2787BB29B},
-82.839298742419615,39.955413912846311,5699411,5970 E MAIN ST,Bob Evans,Retail - Restaurant,,,{BF5728C2-B44E-4AF7-9488-B20CDAB5BCC5},
-83.126846186896643,40.076480397343367,5699412,4949 TUTTLE CROSSING BLVD,DiBella's Subs,Retail - Restaurant,,6147171111,{094A9DD8-13C8-4EB2-B9DF-24A61391D9D9},
-83.089653608557825,40.093457471917034,5699413,2746 FESTIVAL LN,Euro Delicatessen,Retail - Restaurant,,6147189787,{4686C6EF-3AAA-4F63-BB64-64586EA3FA98},
-82.863968741196189,40.059254427155317,5699414,5069 N HAMILTON RD,Leslie's Pool Supplies,Retail - Commercial/Retail,,,{5D4436EF-1CD2-49D2-97F3-8CDACF290F01},
-83.012690828979757,39.990230470353239,5699418,237 KING AVE,Mexpress Taqueria,Retail - Restaurant,,614-377-4102,{51CD2D95-71D6-4AF1-A6D4-CE2AFCEBB0D0},
-83.103067653775867,39.978872148062003,5699419,3749 TWIN CREEKS DR,Subway,Retail - Restaurant,,6143517956,{A5D43E6A-EB55-4C33-9D8E-60487373A0CA},
-82.885316529029097,39.999254208966292,5699420,4600 INTERNATIONAL GATEWAY,Donatos Pizza,Retail - Restaurant,,6142379217,{6B82B1F5-3481-4090-A376-2C990C5AF8F5},
-82.886004849492082,39.999398411846272,5699421,4600 INTERNATIONAL GATEWAY,Starbucks,Retail - Restaurant,,6145543987,{7831685E-4481-4ED0-8D1B-54CA9F64F8B5},
-83.004023675846355,39.972199950815835,5699422,59 SPRUCE ST,Fish Guys,Retail - Restaurant,,6142284903,{80CD2E7F-94F6-4776-A8C2-3049DA41F27A},
-83.090447660186527,40.1159406219139,5699423,7370 SAWMILL RD,Kung Fu Tea,Retail - Restaurant,,6147269365,{BD5963BD-5A1A-4C4B-A60D-6A67569B16BA},
-82.982355757885841,39.947392201881861,5699424,804 PARSONS AVE,PIZZA HUT,Retail - Restaurant,,6148951111,{67B4A0B5-46C3-4CFB-B765-13A441FACAAA},
-83.031612283899079,39.988020710695437,5699425,955 W 5TH AVE,Romeo's Pizza,Retail - Restaurant,,6142974000,{51EC28B3-38C3-4451-868D-DAB05E405F95},
-83.048545811693344,39.991426816573671,5699426,1565 KING AVE,Mama Mimi's Pizza,Retail - Restaurant,,6144859711,{FE351F7B-3C1C-45B0-8FC9-2AA839C8818B},
-83.007012068950246,39.993734581267397,5699428,1525 N HIGH ST,Taco Bell,Retail - Restaurant,CBLD1622315,,{650B685C-5BB0-4FF9-8ECC-F9CDD2C2918B},
-83.029919601853564,39.991213088835266,5699447,860 KING AVE,Dotter Fastener,Retail - Commercial/Retail,,,{825C0262-56AD-4857-9AE2-FD35F531E68E},
-82.880202318184601,39.912135819519534,5699448,3160 S HAMILTON RD,La Michoacana,Retail - Specialty Food,,,{651F7AE5-33AC-4E25-BFEB-E3016E18529C},
-83.03154695694036,39.987981620398344,5699449,955 W 5TH AVE Unit 101,Firehouse Subs,Retail - Restaurant,,6142981324,{3F7E026B-79A8-4866-8ABC-61922266B85A},
-82.999054969084867,39.955005038460271,5699450,350 S HIGH ST FL 3,Subway,Retail - Restaurant,,6145647827,{5AAF4F96-77E3-4351-A9C4-A7B2DAB0222F},
-82.885464841712306,39.99943191352763,5699451,4600 INTERNATIONAL GATEWAY,Charley's Philly Steaks,Retail - Restaurant,,6142386615,{85FB7816-4507-40EC-A6F6-4108865807AA},
-83.028875198520353,39.955149035016944,5699452,177 S CYPRESS AVE,Healthy Meals Plus,Retail - Restaurant,Restaurant DB,,{9A7062C7-689A-4EE4-9FB0-E8D4579B480E},
-82.987248092914172,40.144860249815117,5699456,1190 POLARIS PKWY,Hand & Stone Massage and Facial Spa,Retail - Services,,,{0DC2E652-970C-4631-A769-8EC0BA0B9E5A},
-83.125331552183439,39.925291826460793,5699457,1333 AUTO MALL DR,Hatfield Used Car Center,Retail - Commercial/Retail,,,{4D187ADC-0E4E-4734-B77B-11E3524C4596},
-82.863925938189041,40.059813207475642,5699458,5091 N HAMILTON RD,B Spot Burgers,Retail - Restaurant,,,{DF60FF3E-E631-4B73-B901-CA7878A042DA},
-83.092343240527995,40.093546463362607,5699459,6181 SAWMILL RD STE D,Five Guys,Retail - Restaurant,,6147269888,{49B6459E-341B-4BF4-812E-A45499F3C4E0},
-82.917197310973478,39.946485243882471,5699460,3005 E LIVINGSTON AVE,McDonald's,Retail - Restaurant,,,{513C33F8-3BD5-4A1A-A47A-1D49D7C9BDEA},
-83.090053629458495,40.110659354378654,5699461,7160 SAWMILL RD,Olive Garden,Retail - Restaurant,,,{B44E9409-82B0-47B5-997A-09D158DB3A57},
-82.96549691474867,39.926304745181191,5699462,1913 LOCKBOURNE RD,Sandpebble Lounge,Retail - Restaurant,,,{72954607-8A21-403A-A77C-5C6349BB28EB},
-82.877399118648796,39.95476663202075,5699465,1055 S HAMILTON RD,Speedway,Retail - Gas Station,,6142368853,{4FB31B44-E128-497A-A825-BD49E5010097},
-82.985325424433597,40.060016313534518,5699466,1265 MORSE RD,Panaderia Mi Pueblo,Retail - Restaurant,,6144478242,{3BF6F9F5-374A-4E18-AA4C-E0E73414EDF8},
-82.962534583582695,39.973927021066601,5699467,1494 MT VERNON AVE,Amina's Kitchen,Retail - Restaurant,,6142585010,{214C2B07-DE44-4CC3-AA87-CE982A4986AB},
-82.981293677456932,40.144935139467492,5699468,1500 POLARIS PKWY Unit 220,Molly Woo's Asian Bistro,Retail - Restaurant,,6149859667,{407FE097-3DC4-4F2D-9FD3-98D436C061A9},
-82.99398851971074,39.967818684480456,5699469,222 NEILSTON ST,M TV Mgmt Co Inc Dbz Hoggy,Retail - Services,,6144534647,{2DC4E1B6-FE08-4367-A8D3-6C1D72239F9E},
-82.963167112930279,40.035552231144088,5699470,3350 CLEVELAND AVE,Ko Sheng Chinese,Retail - Restaurant,,6142621885,{600F7B3B-C24A-4460-B850-0CBF0FA5AF9D},
-83.033961585125354,40.030528648829829,5699471,3535 OLENTANGY RIVER RD,Subway,Retail - Restaurant,,6145665000,{83645F28-4A8D-40A3-B963-57C5ED9C8E5E},
-83.086578681567573,40.098539520331386,5699472,3670   W DUBLIN-GRANVILLE RD,Genji,Retail - Restaurant,,6147605556,{A426FAEA-EFED-4150-8C63-336D0A4A41BC},
-82.909401667102955,40.056860389237208,5699473,4100 EASTON GATEWAY DR,Countertop,Retail - Restaurant,,6145360570,{164B899C-32CB-4B17-921F-1AE4B2C6DD8F},
-83.112866073920202,39.948976794141736,5699474,4205 SHOPPERS LN,Loco Sweets,Retail - Restaurant,,6146747152,{EE0C962C-C8A7-45C2-8F2F-720C7FBAB786},
-83.066391950924896,40.053394645024206,5699475,4740 REED RD,Jet's Pizza,Retail - Restaurant,,6143260300,{BD749871-58E6-401D-9698-ACD147EE0CDE},
-83.003348311786283,39.975448866702635,5699476,641 N HIGH ST,Lemon Grass Fusion Bistro,Retail - Restaurant,,6142241414,{7C733B6B-561C-46CF-9119-D7F0FEFD2CAF},
-83.090284137069233,40.115923172158631,5699477,7370 SAWMILL RD,Sunflower Chinese Restaurant,Retail - Restaurant,,6147647888,{50641D84-3BC2-4829-A7D3-E31E6D7D07E9},
-82.997750945015298,39.960107846341593,5699478,75 E STATE ST,Plaza Restaurant & Lounge,Retail - Restaurant,,6143654550,{96CBBB28-448A-4831-B0A5-DFBDF98F4EAA},
-83.007258110081523,39.994873716685952,5699479,1603 N HIGH ST,Five Guys,Retail - Restaurant,,6142995555,{162A6249-DDE0-4C89-88E8-7B760D89461F},
-82.915318934885192,40.054617960248514,5699480,4000 WORTH AVE Unit 100,Cafe Bistro,Retail - Restaurant,,6144167111,{02247251-C9B4-4C57-8C5F-13960346A5F5},
-82.958278251361151,40.086991224217591,5699481,2200 E DUBLIN-GRANVILLE RD,Taco Nazo,Retail - Restaurant,,6143906346,{E830D259-74D5-4250-A387-8DB790D09A00},
-82.983286577011697,40.144325937463421,5699482,1500 POLARIS PKWY,California Pizza Kitchen,Retail - Restaurant,,6149856304,{53F91929-F7FD-4021-9F01-A8B4C95F96B5},
-82.855101747265635,39.991366382607524,5699484,1000 MORRISON RD UNIT C,Valley Mechanical Refrig Svc,Retail - Services,,6147599488,{D3C0C55C-6CF3-49AC-A889-5C8238758BF8},
-82.988990902461822,40.099181965159062,5699485,1001 KINGSMILL PKWY,Senior Independence,Retail - Services,,6148887800,{077D9E1D-51FE-44E5-AC78-17ECD1BC97F0},
-82.89293027009434,39.916591520682495,5699499,3892 REFUGEE RD,El Tacoriendo,Retail - Restaurant,,6143677471,{33F526EA-9E27-4796-9D58-0D1EBC049757},
-83.008423225541947,40.003090634384122,5699500,1996 N HIGH ST Unit C,Moy's Chinese Restaurant,Retail - Restaurant,,6142977722,{67EECE5E-49E3-4C71-8326-CABD68AD5D87},
-82.961126816707548,39.957534410664813,5699503,1435 E MAIN ST,1 Stop Cafe,Retail - Restaurant,,614-252-5511,{0F1A78F1-F4B3-4380-A13E-2244F067079D},
-83.00814197745089,40.001345919182704,5699504,1912 N HIGH ST,Charley's Philly Steaks,Retail - Restaurant,,,{722334E2-2C46-4B5B-BDB3-33EB4D8207A7},
-83.064404682591302,39.945031899904762,5699505,2455 SULLIVANT AVE,Johnny Remali's  Pzza,Retail - Restaurant,,6142727827,{605A6D01-BCC3-4BF5-A2F0-63624FBBB40F},
-83.004175760244507,39.977066467191648,5699506,17 BUTTLES AVE,Kingmakers Bar,Retail - Restaurant,,3176430785,{8A685626-1732-49A0-B9D0-5F7D77F77A1E},
-82.985631555452272,40.059914441595417,5699511,1265 MORSE RD,El Ranchero Kitchen,Retail - Restaurant,,6149148636,{5FDD42BA-1C3D-471A-8800-00DFDADE9BFC},
-82.985483244179122,40.060020678990242,5699512,1265 MORSE RD,Momo Ghar Ohio,Retail - Restaurant,,6142614591,{0F461D25-86E3-45DA-AB70-F87A28DC5956},
-82.982860654223828,40.145011987776698,5699513,1500 POLARIS PKWY,Starbucks,Retail - Restaurant,,6148468684,{5E0034D5-DFF1-47B9-8AEC-F4E88EF84669},
-82.981902685952832,40.145801937136255,5699514,1500 POLARIS PKWY Unit 2066,Starbucks,Retail - Restaurant,,6148468684,{98ECB07C-C108-4242-B26B-31B68F68A1AF},
-82.998093361265248,40.002922202288204,5699515,1950 N 4TH ST Unit H,King's Pizza,Retail - Restaurant,,6142989000,{1BCECF74-2B3A-47CA-AE00-603AFC06AEED},
-83.02122742511628,40.01062325991056,5699516,2400 OLENTANGY RIVER RD,Oxley's Restaurant,Retail - Restaurant,,6142923238,{EE37543F-1CD4-4B99-8930-96AF20A956F8},
-83.017403101488313,40.031885431955963,5699517,3417 N HIGH ST,Starbucks,Retail - Restaurant,,6142631766,{4C94EDD2-AFA1-4208-AD6F-50F4E5574F30},
-83.01976686395578,40.002902281849224,5699518,411 WOODY HAYES DR,Tim Hortons,Retail - Restaurant,,6142926446,{15E585A5-F87E-46D5-A0DF-F216F687D1B1},
-83.049281970151114,40.051215827262254,5699519,4514 KENNY RD,Pacific Eatery & Catering,Retail - Restaurant,,6144511428,{77E0970B-51B3-4B2E-99F9-F33CDBCD7AE4},
-83.06644424078381,40.053223629793052,5699520,4740 REED RD,Jimmy John's,Retail - Restaurant,,6149470324,{8982F721-8A9F-473B-A179-CE2337158EE1},
-83.003983745375209,39.972148949230672,5699521,59 SPRUCE ST,Hubert's Polish Kitchen,Retail - Restaurant,,6142208787,{875CB8B9-B283-4D32-925F-48FAA3BF009D},
-83.004500937121009,39.972122720325679,5699522,59 SPRUCE ST,Taste of Belgium,Retail - Restaurant,,6142240986,{13BA847F-4387-4DD4-8BB3-E0A9BE022217},
-83.014129912810063,40.022641721918731,5699523,2973 N HIGH ST,Lucky Chen,Retail - Restaurant,,6142688988,{CEE022E3-DE06-4F5F-B41B-94F8E1B36011},
-83.063143550199527,39.979282259889281,5699524,1335 DUBLIN RD,Talita's,Retail - Restaurant,,6148718733,{0A5628A3-2725-4655-8FB9-6573406F81F7},
-82.909922017058449,40.045488375468416,5699525,4400 EASTON COMMONS,Caffe Tomaso Deli,Retail - Restaurant,,6147618425,{19917B8E-AC49-40ED-B43C-80F10549AC1A},
-82.98272371182334,40.144558361138252,5699526,1500 POLARIS PKWY Unit 1224,Flip Spot,Retail - Restaurant,,6148463547,{1E141784-A6AB-49A5-A901-7765EDDE7FE7},
-82.855388561947407,39.99140666923342,5699528,1000 MORRISON RD UNIT B,Buckeye Sounds,Retail - Services,,6143420025,{2E51BD15-3789-43D5-96A3-793181718F04},
-82.974709309722172,40.147442037163906,5699529,8944 LYRA DR,Wings Over Columbus,Retail - Restaurant,,614-468-1903,{6CBD1993-BA0D-4243-9232-8A8055C7FF69},
-83.00471706528549,39.981949635660534,5699550,965 N HIGH ST,WC Partners LLC,Retail - Mixed Use,"CBLD1710537, CBLD1622227, CBLD1618344",614-291-9189,{08A8E7C1-CD33-499B-B030-BE4A2160DBDD},
-82.91503055554216,40.051561743998946,5699554,4007 GRAMERCY ST UNIT A110,MAC Cosmetics,Retail - Commercial/Retail,,614-475-4644,{C1C6D497-BFDE-4CFF-AD8C-5119C63095DE},
-83.06512010634745,40.117785449338108,5699555,1846 HARD RD,Chubby's,Retail - Restaurant,,6147349831,{1DC8D047-C7BF-46E6-AA23-B6B8E04B1D6C},
-82.991721335861499,39.964916052486991,5699556,342 E GAY ST,Domino's Pizza,Retail - Restaurant,,6143840330,{D9AD2702-00D5-4A76-8807-FFF8FC6F60E5},
-83.098977035736866,39.972308577056872,5699557,901 N WILSON RD,McDonald's,Retail - Restaurant,,6142797699,{2A922E4D-A51A-434A-BC47-70DD4CC33023},
-83.020997766296105,39.946762342437509,5699562,595 VAN BUREN DR,Freedom A La Cart,Retail - Restaurant,Restaurant DB,6149923252,{74E8AC3F-C048-4824-985B-261B73AF9A04},
-82.997606798351967,39.963105650393423,5699563,100 E BROAD ST Unit 150,Lexi's On Third,Retail - Restaurant,,6142295394,{CC945C81-8719-40E9-A759-3AE84B7F0D99},
-83.033168876980625,39.984773191814305,5699565,1030 W 3RD AVE,Budget Truck Rental,Retail - Commercial/Retail,,6142999941,{DCC24EB9-FACF-44D1-8C01-DCDB134D833C},
-82.982778061421016,40.144855600835363,5699566,1500 POLARIS PKWY Unit 1214,Subway,Retail - Restaurant,,6144309453,{87A6B429-430A-4F0A-B157-F353CDF1C703},
-82.907816410639967,39.918836539789453,5699567,3480 REFUGEE RD,Lending Cafe,Retail - Restaurant,,6142362662,{C48F6CC9-049C-4668-A5D8-8AF30C77C0BA},
-82.961982660812694,40.040086882196228,5699568,3561 CLEVELAND AVE,Long John Silvers,Retail - Restaurant,,6142688173,{F9F2D8F8-A4A7-400E-B28A-57DDEB5EC833},
-83.002026345153183,39.961811251797393,5699569,37 W BROAD ST,Danny's Deli & Restaurant,Retail - Restaurant,,6144697040,{2E5AB31C-1E9C-44A3-840B-FDC9BDFF92CE},
-83.00067708009145,39.961210956105383,5699570,41 S HIGH ST,Zoup! Fresh Soup Co,Retail - Restaurant,,6144057800,{D5BA6872-1208-4943-87BE-FD90E94EEC7D},
-83.020098922922756,39.994738271569616,5699571,460 W 10TH AVE,Au Bon Pain,Retail - Restaurant,,6142912416,{76CB409B-2675-4344-9E4E-D2DF8A821009},
-83.019431575200983,40.056344521616992,5699572,4606 N HIGH ST,Clay Cafe,Retail - Restaurant,,6147251290,{3B484D4F-1289-4720-895A-B5DD1E61C7AB},
-83.095587639538394,40.064369408905307,5699573,4747 SAWMILL RD,Starbucks,Retail - Restaurant,,6149230475,{861AF549-AF7E-4E23-AD90-82B42465EFED},
-82.998443626426308,39.960105600392851,5699574,65 E STATE ST,Lee's China Kitchen Inc,Retail - Restaurant,,6142283011,{473CF3F0-2B43-4850-93AF-AB35D31013E0},
-82.982456058429648,39.947384548183798,5699575,804 PARSONS AVE,Crazy Chicken & Fish,Retail - Restaurant,,6142282121,{798C67B5-834D-4A2E-BEDF-2F3EC2EF22E5},
-82.998189365847281,39.962707547606087,5699600,88 E BROAD ST,Starbucks Coffee,Retail - Restaurant,,6142289586,{AFE81775-8469-49FB-9164-8D10A4DA6C4F},
-83.066310604210642,40.118205205059773,5699601,1890 HARD RD,Hairforce Salon,Retail - Services,,,{228B119C-4449-45EB-BBC4-74A16B85FEBB},
-83.089489902161802,39.934304907812347,5699603,958 1/2 DEMOREST RD Unit C,My Old World Bakery & Donuts,Retail - Commercial/Retail,,614-274-3358,{9771A2BA-BE7E-4455-AC31-8CA036FA4DB8},
-83.066439487347495,40.053023504805779,5699605,4740 REED RD,Noodles & Company,Retail - Restaurant,InfoGroup,6144531090,{81FFB3C0-7DB7-401F-B56F-47CD32B1F3CD},
-83.031536676171612,39.958619576213934,5699606,1160 W BROAD ST,Jubilee Market and Cafe,Retail - Grocery,,614-274-1455,{BC2E5F58-8DBD-4292-B05A-57E41FE6F474},
-82.965028548946037,40.017181441632395,5699607,2444 CLEVELAND AVE,Ena's Caribbean Kitchen,Retail - Restaurant,,6142620988,{62827F2C-042E-48F4-A42B-9B21F7C4DFD6},
-83.00367222712066,39.976999490006769,5699608,721 N HIGH ST,Forno Kitchen and Bar,Retail - Restaurant,,6144690053,{5493EE49-9592-41E8-90B6-63679A3EF061},
-83.00498257844761,39.968401426771962,5699612,111 W NATIONWIDE BLVD,Sandman's Cheesesteak,Retail - Restaurant,,6149295066,{97019C1E-97FF-4806-8212-0FF1DBF23285},
-82.931388080370752,39.997649382165136,5699613,1375 N CASSADY AVE,River City Grille,Retail - Restaurant,,6144757551,{23B523FA-C548-40EB-A462-184763EFAEDD},
-83.007204225736217,39.992529021485446,5699614,1479 N HIGH ST,Portofinos Pizza,Retail - Restaurant,,6142942949,{58C9849B-DE84-4328-ADD0-537A8D0522A3},
-83.001675240870583,39.94985672140082,5699615,150 W SYCAMORE ST,Starbucks,Retail - Restaurant,,6143407979,{2468349E-F128-495E-8096-E162B1ED6735},
-82.980479167913884,40.146199249799416,5699616,1500 POLARIS PKWY Unit FC4,Chick-fil-A,Retail - Restaurant,,614-438-5845,{29958D5F-A76B-4B37-8C16-5AB5F03C3B7B},
-83.140295811863012,39.907964551506311,5699617,2000 NORTON RD,JP's Barbecue Ribs,Retail - Restaurant,,6148787422,{D2087128-D2B6-4C80-80D7-F44C01C32A23},
-83.008462010407442,40.00429335079351,5699618,2060 N HIGH ST,Mili Cafe Two,Retail - Restaurant,,6142915853,{6EF417C7-96E3-4010-B580-F3D7A336BC90},
-83.074402340595952,40.075191756022967,5699619,2160 WEST CASE RD,Jack-Benny's Barnstormer Diner,Retail - Restaurant,,6142925699,{5E993B31-E457-4F45-AAEF-BD727F9702E7},
-83.011816432156294,40.015715822007174,5699620,2619 N HIGH ST,Ray Ray's Hog Pit,Retail - Restaurant,,6147531191,{188F3DAB-0A14-4AD5-A1C8-D39B415AC719},
-83.073887169122969,39.94413127702726,5699621,2800 SULLIVANT AVE,Subway,Retail - Restaurant,,6148241530,{ED47CCB1-5B79-4756-AC3D-9F78DC05BB33},
-83.000857716479871,39.961082704222697,5699622,41 S HIGH ST,Juice Bar Health Food Rstrnt,Retail - Restaurant,,6144698033,{0631BF1A-5490-4E48-9B2D-E931A87F23D3},
-82.909487231482089,40.056956443521415,5699623,4100 EASTON GATEWAY DR,Genji,Retail - Restaurant,,6145360570,{D49014F8-8CCD-41F1-85B1-5D4C5BB15AB1},
-83.090192868033967,40.115981336501044,5699624,7370 SAWMILL RD,Subway,Retail - Restaurant,,6147644944,{0D2F78C5-29D4-4877-900F-7F116BCDE69B},
-83.028044135478538,39.985978887305855,5699625,840 W 3RD AVE,Starbucks,Retail - Restaurant,,6142942186,{4593A19D-55CA-4051-9BF9-2818B24E0519},
-83.00718058423567,39.994515065719902,5699626,1585 N HIGH ST,Berry Blendz,Retail - Restaurant,,6142994682,{5C9DF210-7921-4D1E-AA7B-2E235CF657D0},
-83.013611830826079,40.021724651163893,5699627,2923 N HIGH ST,Mama Mimi's Take N Bake Pizza,Retail - Restaurant,,6142610080,{022766B9-7425-4107-ABEF-4B2BC943E951},
-82.854857826209695,39.99184432731748,5699629,1000 MORRISON RD UNIT F,Hollywood Imprints,Retail - Commercial/Retail,,6146268243,{19E96C64-43A1-4DBD-ADF9-F42698A73D9C},
-82.996157275651456,39.952216659541818,5699655,495 S 3RD ST,Kitties Cakes,Retail - Restaurant,Restaurant DB,6147548828,{8EE3A973-8323-4161-836B-21457906421E},
-83.02711880658164,39.9919112269843,5699658,1555 LENNOX TOWN LN,Brenz Pizza Co.,Retail - Restaurant,,6149289361,{42A5D601-FABD-4909-AE59-6929D9F17BD3},
-82.992770534815662,40.136993823656567,5699659,8475 SANCUS BLVD,Claudiana Italian Restaurant,Retail - Restaurant,,6148462236,{ADD45698-C7C6-4F00-9D27-B2741CF749AE},
-83.015200052431467,40.117935107131899,5699660,1 E CAMPUS VIEW BLVD,Subway ,Retail - Restaurant,Restaurant DB,6148467821,{0523B69A-2C06-402E-B20F-8D9592B0FAD1},
-82.995723942488723,39.95880832062948,5699662,111 E TOWN ST,Travelers Grill,Retail - Restaurant,,6144641128,{1CF416CA-B316-4205-92FF-10148674C6BB},
-82.999026667782033,39.955810319035727,5699663,310 S HIGH ST,High Street Grill,Retail - Restaurant,,6142283800,{AE50D839-6FC2-44FB-8CF5-2F66D185E3BA},
-82.914469671521772,39.980830499362156,5699664,3350 ALLEGHENY AVE,La Glory's Cafe,Retail - Restaurant,,6142375844,{AC2675BD-0F8F-4E78-B48A-BE227C668C18},
-83.099854978572282,39.97318340829252,5699665,3600 INTERCHANGE RD,Pilot Travel Center,Retail - Gas Station,Restaurant DB,,{4703C063-5BDF-4262-A6BE-3B5E0439B796},
-83.099901087274461,39.97301911301804,5699666,3600 INTERCHANGE RD,Wendy's ,Retail - Restaurant,,6143089672,{3C547F91-F0A1-43EA-8757-7DECDC29CF5F},
-82.909726812715121,40.056826915748424,5699667,4100 EASTON GATEWAY DR,Heat Street Tacos & Hoagies,Retail - Restaurant,,6145360570,{D1A891D1-7982-49C6-9CBB-AE17D042FC8D},
-82.88495145269799,39.999257122228016,5699668,4600 INTERNATIONAL GATEWAY,Vino Volo,Retail - Restaurant,,6142373400,{A0B4EF11-20A6-4702-AB40-C31E9EF9C2C9},
-82.995186277816416,39.952010048161817,5699669,515 S LAZELLE ST,Yohan Pizza Inc,Retail - Restaurant,,6148487600,{DAF3047B-740D-4184-903B-D26AF6C0F44B},
-83.004331708078738,39.972242209024976,5699670,59 SPRUCE ST,Bubbles,Retail - Restaurant,,6142801400,{0DD273B9-B8F4-4330-84EB-A03FD121E54C},
-83.004204312120734,39.972268437507743,5699671,59 SPRUCE ST,Jeni's Splendid Ice Creams,Retail - Restaurant,,6142289960,{1310339E-8983-44E4-A39B-572AE96D8571},
-82.998167917079329,39.96002398327542,5699672,65 E STATE ST,Market 65,Retail - Restaurant,,6145646565,{CBCC93C1-9251-4494-82D2-34B03D2F1D4B},
-83.021364276715119,39.957436095701809,5699673,793 W STATE ST,Sbarro,Retail - Restaurant,,6142800734,{3D1ED40C-99E3-4325-ACFC-5432EA86EE78},
-83.007288630935989,39.994919770617827,5699674,1607 N HIGH ST,Pizza Rev,Retail - Restaurant,,6142990900,{68AF0BEC-936E-404F-A0D2-B752C246CDB7},
-83.009925374418415,39.969446061407766,5699676,391 NEIL AVE,The Basement ,Retail - Restaurant,,614-461-5483,{506AA291-7624-4251-8D3D-FED9ADFB9541},
-82.877580101990389,40.018930360349906,5699697,106 GRANVILLE ST,Gahanna Pizza Plus,Retail - Restaurant,,6144289878,{9B3416DC-21B1-46AE-BDBF-5166ACC27BB6},
-82.900263572671378,39.954670546237715,5699698,3657 E MAIN ST,Subway,Retail - Restaurant,Limited-Service Restaurants,6143388010,{53C6982D-9C6D-4A14-858D-3532AA6238CE},
-82.878335864741345,39.955165234936821,5699699,4479 E MAIN ST,Burger King,Retail - Restaurant,,6142319080,{6DBBCE05-5CB3-402E-BDAD-88E744B5570E},
-82.894910480478615,39.974321620801689,5699700,3988 E BROAD ST,Bob Evans,Retail - Restaurant,,6142370646,{EB99E60D-D352-4CA9-BB92-B56D05DAEAD0},
-82.935232939345326,39.957289306624958,5699701,2376 E MAIN ST,Zoe Cafe,Retail - Restaurant,,6147064828,{335200EF-5702-4918-904D-B9ADB07532C0},
-82.987691542222976,39.875689315102626,5699703,4248 S PARSONS AVE,The Lunch Box Ohio,Retail - Restaurant,,,{4E87EDA9-DD04-4B43-8EC4-9B6F609F4944},
-82.957267172897062,40.04543671810417,5699704,3764 CLEVELAND AVE,Darbos,Retail - Restaurant,,6144758004,{1460A25A-03DA-4164-8193-8433C1D9F073},
-82.884658404953981,40.055343934177664,5699705,1380 CHERRY BOTTOM RD,Buffalo Wild Wings ,Retail - Restaurant,,6144787972,{9160B1A8-5B5F-4F12-AB60-E4468812F61D},
